30272,19936,4000,8720
29936,19664,3920,8720
30096,19360,4144,10800
31824,20656,4400,9760
28528,19232,3472,10160
27200,17744,3872,9760
27360,18256,3312,9680
28384,19072,3568,10160
25888,17840,3088,11280
23648,16256,2352,9040
23936,16784,2352,8240
24944,17456,2368,8000
26128,18688,2656,7760
28080,19504,3024,6800
32960,22272,3792,7440
40256,25712,5808,5520
51344,30688,8816,6960
47168,28128,7904,7200
46720,28496,7680,6800
43024,27216,6384,6560
40032,25024,5824,6080
39616,25088,5456,7520
38704,24624,5520,7360
36880,23616,5264,7360
35152,22144,5328,7840
35088,22928,4528,6240
35536,22080,5088,6640
38480,23888,5616,5840
35344,22784,4880,6480
34560,21968,4784,6320
33808,21648,4976,6720
32272,20160,4640,5920
33344,20896,4272,7280
33888,22208,4224,6640
33008,21952,4784,7680
33968,22048,4416,7200
32976,21248,4144,8320
32288,21184,4448,8560
32016,21312,4240,7840
33232,21104,4544,9920
32784,21536,4400,11120
31168,20656,3504,11200
32256,21504,3968,9600
32256,20464,4272,10320
34000,22400,4352,9920
34944,22512,4336,9520
36960,24192,4912,7760
37536,23568,5280,7280
36768,23360,5488,7120
